"AphiaID","phylum","class","order","family","genus","species","remove","records","reads","asvs","max_year","target_gene","source_obis","source_gbif","source_dna","category","redlist_category","vernacular","group","site","kingdom"
271787,"Chordata","Teleostei","Anguilliformes","Congridae","Heteroconger","Heteroconger tomberua",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"DD","DD","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
279114,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Ichthyapus","Ichthyapus vulturis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
221383,"Chordata","Teleostei","Anguilliformes","Chlopsidae","Kaupichthys","Kaupichthys atronasus",FALSE,2,NA,NA,1991,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
275430,"Chordata","Teleostei","Anguilliformes","Chlopsidae","Kaupichthys","Kaupichthys brachychirus",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
221384,"Chordata","Teleostei","Anguilliformes","Chlopsidae","Kaupichthys","Kaupichthys diodontus",FALSE,1,4415,4,NA,"16S",TRUE,TRUE,TRUE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
158576,"Chordata","Teleostei","Anguilliformes","Chlopsidae","Kaupichthys","Kaupichthys hyoproroides",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","false moray","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
275431,"Chordata","Teleostei","Anguilliformes","Chlopsidae","Kaupichthys","Kaupichthys japonicus",FALSE,7,NA,NA,1991,"",TRUE,TRUE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
1525803,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Lamnostoma","Lamnostoma kampeni",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217570,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Lamnostoma","Lamnostoma orientale",FALSE,5,NA,NA,2000,"",TRUE,TRUE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217572,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Leiuranus","Leiuranus semicinctus",FALSE,2,NA,NA,1991,"",TRUE,TRUE,FALSE,"LC","LC","saddled snake-eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
221387,"Chordata","Teleostei","Anguilliformes","Synaphobranchidae","Meadia","Meadia abyssalis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Abyssal cutthroat eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
158578,"Chordata","Teleostei","Anguilliformes","Moringuidae","Moringua","Moringua edwardsi",FALSE,NA,1278,5,NA,"12S;16S;COI",FALSE,FALSE,TRUE,"LC","LC","spaghetti eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217461,"Chordata","Teleostei","Anguilliformes","Moringuidae","Moringua","Moringua ferruginea",FALSE,6,NA,NA,1991,"",TRUE,TRUE,FALSE,"","","slender worm-eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217460,"Chordata","Teleostei","Anguilliformes","Moringuidae","Moringua","Moringua javanica",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"","","Java spaghetti eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
275437,"Chordata","Teleostei","Anguilliformes","Moringuidae","Moringua","Moringua macrochir",FALSE,4,NA,NA,NA,"",TRUE,TRUE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217459,"Chordata","Teleostei","Anguilliformes","Moringuidae","Moringua","Moringua microchir",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
220037,"Chordata","Teleostei","Anguilliformes","Muraenesocidae","Muraenesox","Muraenesox bagio",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","common pike conger","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217574,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Muraenichthys","Muraenichthys schultzei",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217579,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Myrichthys","Myrichthys colubrinus",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","harlequin snake-eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217578,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Myrichthys","Myrichthys maculosus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","tiger snake-eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
281609,"Chordata","Teleostei","Anguilliformes","Myrocongridae","Myroconger","Myroconger prolixus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"DD","DD","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
275494,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Myrophis","Myrophis microchir",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126306,"Chordata","Teleostei","Anguilliformes","Nemichthyidae","Nemichthys","Nemichthys scolopaceus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","slender snipe eel, avocette ruban","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
271794,"Chordata","Teleostei","Anguilliformes","Derichthyidae","Nessorhamphus","Nessorhamphus danae",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Dana duckbill eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126292,"Chordata","Teleostei","Anguilliformes","Derichthyidae","Nessorhamphus","Nessorhamphus ingolfianus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","duckbill oceanic eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
299709,"Chordata","Teleostei","Anguilliformes","Nettastomatidae","Nettastoma","Nettastoma melanura",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
281738,"Chordata","Teleostei","Anguilliformes","Nettastomatidae","Nettenchelys","Nettenchelys gephyra",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217583,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus bonaparti",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
271942,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus brachynotopterus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
271946,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus cephalozona",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
271950,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus exourus",FALSE,2,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
271954,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus genie",FALSE,16,NA,NA,1996,"",TRUE,TRUE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
712423,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus lentiginosus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"DD","DD","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
712424,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus microstictus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
271972,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus mystacinus",FALSE,11,NA,NA,1996,"",TRUE,TRUE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217593,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Pisodonophis","Pisodonophis boro",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","rice-paddy eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
282361,"Chordata","Teleostei","Anguilliformes","Congridae","Promyllantor","Promyllantor adenensis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217528,"Chordata","Teleostei","Anguilliformes","Muraenidae","Pseudechidna","Pseudechidna brummeri",FALSE,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217529,"Chordata","Teleostei","Anguilliformes","Muraenidae","Rhinomuraena","Rhinomuraena quaesita",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
282588,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Rhinophichthus","Rhinophichthus penicillatus",FALSE,15,NA,NA,1996,"",TRUE,TRUE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217595,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Schismorhynchus","Schismorhynchus labialis",FALSE,2,NA,NA,1991,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217596,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Schultzidia","Schultzidia johnstonensis",FALSE,3,NA,NA,1991,"",TRUE,TRUE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
282715,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Scolecenchelys","Scolecenchelys gymnota",FALSE,2,NA,NA,1991,"",TRUE,TRUE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
282717,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Scolecenchelys","Scolecenchelys laticaudata",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
282718,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Scolecenchelys","Scolecenchelys macroptera",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217530,"Chordata","Teleostei","Anguilliformes","Muraenidae","Scuticaria","Scuticaria tigrina",FALSE,1,823,1,NA,"16S",TRUE,FALSE,TRUE,"LC","LC","tiger reef eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
271999,"Chordata","Teleostei","Anguilliformes","Serrivomeridae","Serrivomer","Serrivomer bertini",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
1494147,"Chordata","Teleostei","Anguilliformes","Serrivomeridae","Serrivomer","Serrivomer neocaledoniensis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"DD","DD","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272003,"Chordata","Teleostei","Anguilliformes","Serrivomeridae","Serrivomer","Serrivomer samoensis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272005,"Chordata","Teleostei","Anguilliformes","Serrivomeridae","Serrivomer","Serrivomer sector",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Sawtooth snipe","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
282881,"Chordata","Teleostei","Anguilliformes","Serrivomeridae","Stemonidium","Stemonidium hypomelas",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217536,"Chordata","Teleostei","Anguilliformes","Muraenidae","Strophidon","Strophidon sathete",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","slender giant moray","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
158665,"Chordata","Teleostei","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus affinis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","grey cutthroat eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
221388,"Chordata","Teleostei","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus brevidorsalis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272022,"Chordata","Teleostei","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus oregoni",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
212042,"Chordata","Teleostei","Anguilliformes","Muraenidae","Uropterygius","Uropterygius concolor",FALSE,6,NA,NA,1991,"",TRUE,TRUE,FALSE,"LC","LC","unicolor snake moray","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
277948,"Chordata","Teleostei","Anguilliformes","Muraenidae","Uropterygius","Uropterygius fuscoguttatus",FALSE,2,NA,NA,1991,"",TRUE,TRUE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
212037,"Chordata","Teleostei","Anguilliformes","Muraenidae","Uropterygius","Uropterygius macrocephalus",FALSE,7,NA,NA,1991,"",TRUE,TRUE,FALSE,"LC","LC","largehead moray","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
212032,"Chordata","Teleostei","Anguilliformes","Muraenidae","Uropterygius","Uropterygius marmoratus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
212038,"Chordata","Teleostei","Anguilliformes","Muraenidae","Uropterygius","Uropterygius xanthopterus",FALSE,1,913,6,NA,"12S;COI",TRUE,FALSE,TRUE,"LC","LC","freckleface reef-eel","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
277957,"Chordata","Teleostei","Anguilliformes","Muraenidae","Uropterygius","Uropterygius xenodontus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
221385,"Chordata","Teleostei","Anguilliformes","Chlopsidae","Xenoconger","Xenoconger fryeri",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
278949,"Chordata","Teleostei","Anguilliformes","Ophichthidae","Yirrkala","Yirrkala insolitus",FALSE,7,NA,NA,1996,"",TRUE,TRUE,FALSE,"DD","DD","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
712444,"Chordata","Teleostei","Argentiniformes","Bathylagidae","Bathylagoides","Bathylagoides wesethi",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272919,"Chordata","Teleostei","Argentiniformes","Bathylagidae","Bathylagus","Bathylagus pacificus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"","","slender blacksmelt, garcette élancée","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272899,"Chordata","Teleostei","Argentiniformes","Argentinidae","Glossanodon","Glossanodon australis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272901,"Chordata","Teleostei","Argentiniformes","Argentinidae","Glossanodon","Glossanodon elongatus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
319394,"Chordata","Teleostei","Argentiniformes","Opisthoproctidae","Monacoa","Monacoa grimaldii",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272931,"Chordata","Teleostei","Argentiniformes","Microstomatidae","Nansenia","Nansenia pelagica",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"DD","DD","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126733,"Chordata","Teleostei","Argentiniformes","Opisthoproctidae","Opisthoproctus","Opisthoproctus soleatus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126734,"Chordata","Teleostei","Argentiniformes","Opisthoproctidae","Rhynchohyalus","Rhynchohyalus natalensis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
276690,"Chordata","Teleostei","Ateleopodiformes","Ateleopodidae","Ateleopus","Ateleopus japonicus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126331,"Chordata","Teleostei","Atheriniformes","Atherinidae","Atherinomorus","Atherinomorus lacunosus",FALSE,6,NA,NA,1991,"",TRUE,TRUE,FALSE,"LC","LC","robust silverside","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
279814,"Chordata","Teleostei","Atheriniformes","Atherinidae","Atherinosoma","Atherinosoma elongatum",FALSE,5,NA,NA,1991,"",TRUE,TRUE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
277641,"Chordata","Teleostei","Atheriniformes","Atherinidae","Atherion","Atherion elymus",FALSE,2,NA,NA,1991,"",TRUE,TRUE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
1526239,"Chordata","Teleostei","Atheriniformes","Atherinidae","Doboatherina","Doboatherina duodecimalis",FALSE,2,NA,NA,1991,"",TRUE,FALSE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217884,"Chordata","Teleostei","Atheriniformes","Atherinidae","Hypoatherina","Hypoatherina barnesi",FALSE,6,14082,6,2002,"12S;16S;COI",TRUE,TRUE,TRUE,"","","Barnes' silverside","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
834912,"Chordata","Teleostei","Atheriniformes","Atherinidae","Hypoatherina","Hypoatherina celebesensis",FALSE,NA,8081,2,NA,"16S",FALSE,FALSE,TRUE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
277723,"Chordata","Teleostei","Atheriniformes","Atherinidae","Hypoatherina","Hypoatherina ovalaua",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
217883,"Chordata","Teleostei","Atheriniformes","Atherinidae","Hypoatherina","Hypoatherina temminckii",FALSE,5,329826,38,2003,"12S;16S;COI",TRUE,TRUE,TRUE,"","","Samoan silverside","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
281221,"Chordata","Teleostei","Atheriniformes","Atherinidae","Kestratherina","Kestratherina esox",FALSE,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
282882,"Chordata","Teleostei","Atheriniformes","Atherinidae","Stenatherina","Stenatherina panatela",FALSE,5,43064,15,1981,"12S;16S;COI",TRUE,TRUE,TRUE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272078,"Chordata","Teleostei","Aulopiformes","Notosudidae","Ahliesaurus","Ahliesaurus brevis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Short paperbone","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126332,"Chordata","Teleostei","Aulopiformes","Alepisauridae","Alepisaurus","Alepisaurus brevirostris",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","shortnose lancetfish","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126333,"Chordata","Teleostei","Aulopiformes","Alepisauridae","Alepisaurus","Alepisaurus ferox",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","longnose lancetfish, cavalo féroce","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126352,"Chordata","Teleostei","Aulopiformes","Paralepididae","Arctozenus","Arctozenus risso",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","white barracudina, lussion blanc","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272069,"Chordata","Teleostei","Aulopiformes","Ipnopidae","Bathypterois","Bathypterois andriashevi",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"DD","DD","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
277548,"Chordata","Teleostei","Aulopiformes","Ipnopidae","Bathysauropsis","Bathysauropsis malayanus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126370,"Chordata","Teleostei","Aulopiformes","Bathysauridae","Bathysaurus","Bathysaurus mollis",FALSE,4,NA,NA,2001,"",TRUE,TRUE,FALSE,"LC","LC","highfin lizardfish","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126365,"Chordata","Teleostei","Aulopiformes","Scopelarchidae","Benthalbella","Benthalbella infans",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Zugmayer's pearleye","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272051,"Chordata","Teleostei","Aulopiformes","Chlorophthalmidae","Chlorophthalmus","Chlorophthalmus albatrossis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Big-eyed greeneye","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126337,"Chordata","Teleostei","Aulopiformes","Evermannellidae","Coccorella","Coccorella atlantica",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Atlantic sabertooth","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126339,"Chordata","Teleostei","Aulopiformes","Evermannellidae","Evermannella","Evermannella indica",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Indian sabertooth","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
158858,"Chordata","Teleostei","Aulopiformes","Giganturidae","Gigantura","Gigantura indica",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","telescopefish","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
318485,"Chordata","Teleostei","Aulopiformes","Aulopidae","Hime","Hime japonica",FALSE,4,NA,NA,NA,"",TRUE,FALSE,FALSE,"DD","DD","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
220327,"Chordata","Teleostei","Aulopiformes","Paralepididae","Lestidiops","Lestidiops indopacificus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"","","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126354,"Chordata","Teleostei","Aulopiformes","Paralepididae","Lestidiops","Lestidiops jayakari",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Pacific barracudina","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272093,"Chordata","Teleostei","Aulopiformes","Paralepididae","Lestidiops","Lestidiops mirabilis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","strange pike smelt","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272095,"Chordata","Teleostei","Aulopiformes","Paralepididae","Lestidiops","Lestidiops pacificus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
272098,"Chordata","Teleostei","Aulopiformes","Paralepididae","Lestidiops","Lestidiops sphyraenopsis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Barracudina","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
158871,"Chordata","Teleostei","Aulopiformes","Paralepididae","Lestidium","Lestidium atlanticum",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Atlantic barracudina","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
158873,"Chordata","Teleostei","Aulopiformes","Paralepididae","Lestrolepis","Lestrolepis intermedia",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Brilliant-bellied barracudina","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
126356,"Chordata","Teleostei","Aulopiformes","Paralepididae","Macroparalepis","Macroparalepis affinis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems","Animalia"
